key,text,module
sync process,Sinkronisasi produk sedang diproses,
sync process spesific,Sinkronisasi produk di {{channel}} diproses,
sync process product,({{product_process}}/{{product_total}}) produk sedang diproses,
integration support,Bantuan Integrasi,
Marketplace Url,URL Toko,
Request By,Permintaan Dari,
Request At,Tanggal Permintaan,
Processed By,Diproses Oleh,
Request At From,Permintaan Dari,
Request At To,Permintaan Sampai,
"Status has been updated","Status telah diperbarui.",
choose all,Pilih Semua,
choose filter,Filter,
filter product,Filter Produk,
Choose Location,Pilih Lokasi,
Please save to remove {{loc}} from the location list.,Simpan untuk menghapus {{loc}} dari daftar lokasi.,
"Product and stock information for {{marketplace}}-{{channel}} will be deleted from the admin panel within 3-10 minutes, depending on the number of products available. Order information that has been recorded can still be accessed on the Orders page.","Infromasi produk dan stok untuk {{marketplace}}-{{channel}} akan dihapus dari admin panel dalam waktu 3-10 menit, tergantung jumlah produk yang ada. Informasi pesanan yang sudah tercatat tetap bisa diakses di halaman Pesanan.",
Agree,Setuju,
Marketplace Attribute Map,Pemetaan Atribut Marketplace,
on your Zalora Seller Center. You can read more details,di Pusat Penjual Zalora Anda. Anda dapat membaca lebih detail,
no_store, Belum ada webstores/marketplaces yang tersedia saat ini,
integrate store, Lihat cara integrasikan toko,
change url, Ubah URL,
store name, Nama Toko,
please wait, Mohon Tunggu ...,
domain taken, Domain sudah digunakan,
pending, Tertunda,
view store, Lihat Webstore,
manage store, Kelola Webstore,
message failed,Pesan,
sync retry,Ulang Sinkronisasi,
sync retry confirmation,Apakah anda yakin melakukan sinkronisasi pada produk yang dipilih {{name}},
sync retry success,Berhasil sinkronisasi produk {{name}},
section info delete product,"Pastikan produk sudah di hapus dari marketplace seller center sebelum hapus produk di platform ini. Jika produk belum di hapus dari marketplace seller center, produk akan muncul kembali di platform ini saat proses tarik produk.",
"Delete all selected products?","Hapus semua produk yang dipilih ?",
section info pull product,"Produk yang bisa di tarik dari Channel Marketplace, adalah produk yang memiliki value sku di seller center",
section info push product,"Jika SKU sudah terdaftar di Channel Marketplace data di Channel Marketplace akan digantikan data dari OMS.",
section info warehouse,"Pemilihan gudang akan mempengaruhi alokasi order di channel marketplace ini.",
tooltip sync stock,"Aktif = stok di semua channel marketplace akan sama dengan stok gudang.<br /><br />Tidak aktif = stok di setiap channel marketplace bisa diatur sesuai kebutuhan.",
Are you sure to cancel request,Apakah anda yakin membatalkan permintaan bantuan toko,
see more down,lihat lebih banyak,
There is no update information at this time.,Tidak ada informasi update untuk saat ini.,
please check your input,"Harap periksa kembali inputan Anda.",
support, Dukungan,
information update, Perbaharui Informasi,
title, Judul,
short description, Deskripsi Singkat,
image, Gambar,
publish at, Publikasi Pada,
create_publish, Buat Publikasi Baru,
published article, Artikel berhasil terpublikasi,
long description, Deskripsi Lengkap,
publish, Terbitkan,
Click to select image, Klik untuk memilih gambar,
Buffer Stock cannot be more than Warehouse Stock,Stok Cadangan tidak boleh melebihi Stok Gudang,
File size too large,Ukuran file terlalu besar,
Your privacy is safe,"Privasi kamu aman, pelajari lebih lengkap",
Learn about swift store,Pelajari tentang Swift Store,
Choose Reason,Pilih Alasan,
Maximum photo size is,Ukuran foto maksimum adalah,
Click the button to generate a receipt number from Marketplace.,Klik tombol untuk membuat nomor tanda terima dari Marketplace.,
Manage Store,Atur Toko,
Manage Payment Method,Atur Metode Pembayaran,
Manage Shipping Method,Atur Metode Pengiriman,
publish alert, Produk yang sudah diterbitkan tidak dapat dibatalkan. Ingin melanjutkan ?,
warning, Peringatan,
draft, Draf,
You cannot delete the main location,"Anda tidak diperbolehkan menghapus lokasi utama. Silakan ubah lokasi utama ke lokasi lain terlebih dahulu.",
This location is mapped,"Lokasi ini di-mapping ke channel di bawah ini:",
By deleting this location,"Dengan menghapus lokasi ini anda juga menghapus lokasi dari channel diatas.",
"Are you sure want to delete this location?","Apakah Anda yakin ingin menghapus lokasi ini?",
No options,Tidak ada pilihan,
{{count}} product is being processed,{{count}} produk sedang diproses,
Processed,Diproses,
queue active, Berhasil,
queue failed, Gagal,
queue queue, Sedang diproses,
Value_must_be_greater_than, Harga harus lebih besar dari,
note dinamic category, Kategori dapat berubah sewaktu-waktu dari penyesuaian yang dilakukan channel marketplace,
section info integrate,"Integrasi hanya bisa untuk Power Merchant dan Official Store.",
section info integrate tokped,"Untuk integrasi tokopedia khususnya seller Power Merchant, akan dibantu dari tim support Swift.",
Organize Stock at Once,Atur Stok Sekaligus,
"Download template stock excel.","Tambahkan Stock sekalgus. Template hanya dapat diisi dengan MS. Excel 2007 ke atas atau Libre Office.",
Email not registered,Email tidak terdaftar,
"Special characters are not allowed!","Karakter spesial tidak diperbolehkan!",
max five image, Hanya boleh 5 gambar,
only select one image, Mengubah gambar hanya dapat memilih 1 untuk setiap urutan.,
section info integrate header,"Untuk order-order yang berada di marketplace yang masuk sebelum dilakukan integrasi tidak akan masuk ke Swift. Silahkan memproses orderan melalui masing-masing seller center marketplace. Terima kasih.",
chat commerce, Chat,
login_success_redirecting, Berhasil login. Mengarahkan ke,
export list,Ekspor Daftar,
in pulling proccess, Dalam Proses Penarikan,
success pull product, Proses penarikan produk selesai.,
section title integrate tokped,"Sesuai ketentuan Tokopedia, integrasi ke admin panel SIRCLO Store",
section info integrate tokped1,"Toko berstatus Power Merchant atau Official Store",
section info integrate tokped2,"Dilakukan dengan bantuan Tim Support SIRCLO Store",
section info integrate tokped3,"Diproses Senin-Jumat pukul 09:00-17:00 (kecuali libur nasional)",
Need access,"Diperlukan akses untuk integrasi, Belum memiliki akses?",
Request access,Minta Akses,
store setting,Pengaturan Toko,
enable stock sync, Sync Stok (ON/OFF),
sync alert 1, Fitur ini bersifat satu arah dari Swift ke Marketplace,
sync alert 2, maka pastikan stok anda sudah benar di Swift sebelum mengaktifkan fitur ini,
main photo description,Geser foto ke urutan pertama agar menjadi foto utama produk,
Sync Stock Now,Sync Stok Sekarang,
sync alert 2, maka pastikan stok anda sudah benar sebelum mengaktifkan fitur ini,
used, Terpakai,
of, Dari,
order, Pesanan,
unlimited order, Pesanan Tidak Terbatas,
Your session has expired!,Sesi anda telah berakhir!,
Please login again.,Silahkan login kembali.,
integration, Integrasi,
process, Memproses,
Download template stock excel2,"Anda perlu pilih nama toko terlebih dahulu.",
chat status, Status Chat,
available, Tersedia,
not available, Belum tesedia,
upload product info,"Hanya support untuk produk simple (belum support varian produk).",
selected,Dipilih,
"Are you sure enable?","Apakah anda yakin sudah melakukan update stock di Swift?",
"All stock will be sync","Semua stok yg ada di swift akan di sinkronkan ke Channel Marketplace.",
if there has previously been a stock,"Jika sebelumnya telah ada nilai stok di Marketplace terkait, pastikan nilai stok pada produk di seluruh halaman daftar stok ini sesuai dengan keinginan Anda. Aksi sinkronisasi tidak dapat di kembalikan lagi ke titik awal sebelum sinkronisasi dilakukan.",
drag pin point to set location,"Geser pin point untuk mengatur tempat",
Set the right pin,"Tetapkan pin yang tepat",
add stock,Tambahkan Stok,
Used for order,Digunakan untuk order,
Failed Reasons,Alasan Gagal,
Set product sku,Atur SKU produk di Marketplace Seller Center,
Recommendation,Rekomendasi,
enter chat, Masuk Dashboard Chat,
disable registration title, Ups Maaf,
disable registration message, Pendaftaran penjual baru saat ini ditutup.<br/>Anda akan diarahkan kembali ke halaman login dalam 5 detik.<br/>Terima kasih.,
Copy Master Product Information,Salin Informasi Produk Master,
Manage Failed Reason,Kelola Alasan Gagal,
Edit Failed Reason,Edit Alasan Gagal,
no brand, Set sebagai tidak ada brand,
Value must be less than,Harga harus lebih kecil dari,
chat integration is directly,untuk integrasi chat tokopedia sudah langsung terhubung ketika anda mengintegrasikan tokopedia di section marketplace,
chat queue system,Sistem antrean Chat,
agent management,Manajemen agen tiap channel percakapan,
quick reply system,Sistem quick reply,
chat management,Manajemen chat berbagai marketplace tanpa pindah tab,
display product status,Tampilan status produk & pesanan customer dalam chat,
commerce title,Ubah Percakapan Menjadi Transaksi dengan Marketplace Chat,
commerce info chat,Balas chat lebih mudah dan praktis tanpa harus buka tutup banyak tab,
commerce info notification,Notifikasi secara real-time dari Marketplace,
commerce info account,"Bisa multi-akun, mengelola banyak Marketplace",
commerce info performance,Pantau performa agen/admin dalam membalas chat customer,
marketplace chat,Marketplace Chat,
Image width must be less than {{width}},Lebar gambar harus kurang dari {{width}},
Image height must be less than {{height}},Tinggi gambar harus kurang dari {{height}},
pull product message, Tarik produk membutuhkan waktu berdasarkan jumlah produk dan banyak nya markeplace yg terhubung,
pull product message2, Urutan tarik produk per Marketplace mempengaruhi pembentukan Produk Master pertama kali.,
show variant, Lihat variant,
hide variant, Tutup variant,
push modal message, Harap periksa kembali data product anda dan pastikan sudah sesuai. Data yang ada akan di kirimkan ke Marketplace setelah anda klik tombol kirim.,
To be able to connect to the marketplace chat service Make sure your account is connected to the marketplaced, Untuk dapat terhubung dengan layanan marketplace chat. Pastikan akun anda sudah terhubung ke marketplace.,
Select Marketplace, Pilih Marketplace,
You must be connected to the marketplace whose chat service you want to use, Anda harus terhubung dengan marketplace yang layanan chatnya ingin Anda gunakan.,
Never been synced to the marketplace. Save to sync into Marketplace, Belum pernah di sinkronisasi ke marketplace. Klik simpan untuk sync ke marketplace,
Product on Tokopedia cannot be updated if the product already has a transaction, Produk di Tokopedia tidak dapat diupdate jika telah terjadi transaksi pada produk tersebut,
data is being prepared, Data sedang disiapkan,
in progress, Sedang berlangsung,
